dates,VAX_count,day,sdm,events,I_1,I_2,I_3,Y_1,Y_2,Y_3,V_1,V_2,V_3,Infected,Y,V,logV
2020-07-28,0,140,0.1,0.1,10,9,87,0,0,4,35515.02761417505,21207.66723657765,165019.38453511577,106,4,68008.8982610763,11.127393832377775
2020-07-29,0,141,0.1,0.1,10,9,89,0,0,1,24528.469760841333,26721.33077924742,191156.016835862,108,1,75254.30249151864,11.228628356943664
2020-07-30,0,142,0.1,0.1,11,9,87,0,0,3,12501.175752937836,21484.50570323666,168042.28287421152,107,3,63300.80391603175,11.05565330814691
2020-07-31,0,143,0.1,0.1,10,8,88,1,0,1,10690.598399703526,11518.864017339338,152077.40380624586,106,2,56125.82927788552,10.935351400487924
2020-08-01,0,144,0.1,0.1,13,5,87,0,1,6,14555.931876505929,5330.072548615008,135959.49934252223,105,7,48441.2298555108,10.788106586599698
2020-08-02,0,145,0.1,0.1,14,6,87,1,0,5,15241.852180976872,7451.810729511582,124043.88777032658,107,6,44396.699575421866,10.700920411770522
2020-08-03,0,146,0.1,0.1,14,6,86,1,0,4,13994.251588421019,11646.299711669551,121095.82932887592,106,5,44301.71430222064,10.698778652851553
2020-08-04,0,147,0.1,0.1,14,7,85,0,1,2,15694.939628966598,12723.94698361013,153310.19998221475,106,3,55798.78424522218,10.929507360412014
2020-08-05,0,148,0.1,0.1,14,6,78,1,0,3,17725.81259808328,8039.6228143787785,161145.32673319668,98,4,59558.14475328094,10.994708337106635
2020-08-06,0,149,0.1,0.1,15,8,78,0,0,0,26298.05049037425,5431.388432072924,152104.2877759329,101,0,56630.79345087388,10.944308170149972
2020-08-07,0,150,0.1,0.1,12,7,79,0,0,2,38548.59648703724,4055.715795667646,140420.2392463151,98,2,57385.21481198467,10.95754196745506
2020-08-08,0,151,0.1,0.1,13,8,79,0,0,3,38629.443518140746,4012.8333225318142,118789.98539940255,100,3,50946.76892268684,10.838536620009664
2020-08-09,0,152,0.1,0.1,13,9,74,0,0,1,22108.761600292735,4004.428034322434,109658.10006304862,96,1,40768.57647100709,10.615666879113629
2020-08-10,0,153,0.1,0.1,15,9,72,2,0,2,16279.926981319728,5002.317138908941,99136.63051437691,96,4,36453.97789168836,10.503805864313206
2020-08-11,0,154,0.1,0.1,15,11,78,0,2,0,23532.651828237973,9370.40700264604,102239.29557574772,104,2,42620.52910791301,10.660091320120669
2020-08-12,0,155,0.1,0.1,16,12,77,0,0,1,24293.28983736362,17826.034283310757,109901.06875456138,105,1,49197.96328206209,10.803607504917476
2020-08-13,0,156,0.1,0.1,16,13,73,0,0,1,21123.57393720549,25014.74133496972,116713.74815601979,102,1,49384.15325060682,10.80738486731302
2020-08-14,0,157,0.1,0.1,17,13,70,0,1,2,25382.6411596773,24723.446222132345,118701.70352054064,100,3,52136.02328421127,10.861611414617366
2020-08-15,0,158,0.15,0.1,19,14,73,0,0,3,32673.009473029826,25740.923218534426,149357.22138767244,106,3,62890.421738054414,11.049149153478721
2020-08-16,0,159,0.15,0.1,18,12,74,0,0,3,27164.093110099635,30493.935525773144,155704.76983147766,104,3,65743.47918888983,11.093515769287388
2020-08-17,0,160,0.15,0.1,19,12,66,0,0,3,21802.807954456148,42267.87998951107,169162.73286585324,97,3,72799.34962152157,11.195462300374563
2020-08-18,0,161,0.15,0.1,18,15,68,2,0,3,19936.452091718023,41860.35949390564,147795.28403337995,101,5,63909.656300123825,11.065225744756667
2020-08-19,0,162,0.15,0.1,18,18,69,0,2,4,15634.689378270714,26260.207516394432,110368.69500563873,105,6,47982.307790891566,10.77858763425513
2020-08-20,0,163,0.15,0.1,19,21,68,0,0,2,20786.861623184854,14721.124205152619,97360.28735112074,108,2,40734.22547261977,10.614823938758153
2020-08-21,0,164,0.15,0.1,19,19,67,0,0,5,30496.924287003974,11868.47683594531,108568.05213551855,105,5,45868.067286883816,10.733524452125023
2020-08-22,0,165,0.1,0.1,19,20,66,0,0,3,34465.004230544844,19232.935859007608,109271.82347654922,105,3,49293.79273180782,10.805553444026774
2020-08-23,0,166,0.1,0.1,18,20,63,1,0,1,32468.74891254932,30084.620766438962,101421.02463722648,101,2,50901.02111458431,10.837638263527653
2020-08-24,0,167,0.1,0.1,17,22,60,1,0,2,35049.38744338616,37116.25992573633,88826.01898984941,99,3,49471.96352385237,10.809161394637886
2020-08-25,0,168,0.1,0.1,15,22,59,0,1,0,43576.34846907354,46215.162238373254,88983.2063307317,96,1,56790.86253942559,10.94713072098339
2020-08-26,0,169,0.1,0.1,15,23,58,2,0,3,48419.64826633408,41820.49401695798,91836.75080625831,96,5,56214.40461671739,10.936928312946014
2020-08-27,0,170,0.1,0.1,16,23,54,0,0,2,39634.99534248171,41616.861630650856,88004.1832403749,93,2,53801.15973768546,10.893050302380093
2020-08-28,0,171,0.1,0.1,18,22,53,0,0,4,27746.86694221055,36959.60626569916,85818.29701952737,93,4,45960.92603340015,10.735546880441175
2020-08-29,0,172,0.1,0.1,19,21,52,0,1,1,22854.265923939456,33493.27078112519,83299.22269367933,92,2,43404.15644944978,10.678310486227423
2020-08-30,0,173,0.1,0.1,20,22,49,0,1,2,24244.447974080696,36788.642649274305,74944.29375912983,91,3,41797.368211624955,10.640588655086313
2020-08-31,0,174,0.1,0.1,21,23,47,2,0,1,31710.413646074125,35626.32851681505,65955.24823885068,91,3,41241.56821367536,10.627201963927677
2020-09-01,0,175,0.1,0.1,21,23,46,0,0,0,44824.199581433466,27956.326028128984,77278.4482597509,90,0,45582.98885086894,10.727289874385418
2020-09-02,0,176,0.1,0.1,21,22,48,0,0,0,39908.37422260023,33402.46928603753,78463.98765624658,91,0,48244.65565289211,10.784040336961754
2020-09-03,0,177,0.1,0.1,22,21,48,0,1,1,31878.268724481455,50595.62889847251,78848.4702661171,91,2,50850.61854369588,10.836647565487205
2020-09-04,0,178,0.1,0.1,19,21,48,3,2,3,26149.336098599168,55739.67037649127,66285.26898084237,88,8,47162.12609810376,10.761346436292108
2020-09-05,0,179,0.1,0.1,19,23,48,0,1,1,30287.79161131759,49690.60298247795,66647.65037947225,90,2,47290.09064402733,10.764056052405536
2020-09-06,0,180,0.1,0.1,21,23,45,0,1,1,34316.72535355579,34632.46573748196,76713.44255918496,89,2,46070.35587329349,10.737924982521216
2020-09-07,0,181,0.1,0.1,17,23,42,0,1,1,30968.375276570696,31709.23993391259,84857.55529168404,82,2,46011.44776359235,10.736645508935538
2020-09-08,0,182,0.1,0.1,17,26,42,0,0,0,22893.87685005527,39063.72445491772,79825.13648904952,85,0,45294.39802899772,10.72093864000509
2020-09-09,0,183,0.1,0.1,20,25,44,1,1,3,15065.177180812554,41544.87424579697,76968.42005249401,89,5,42238.6786432374,10.65109163577052
2020-09-10,0,184,0.1,0.1,21,23,45,2,0,2,19034.90523856283,36233.84378434,75609.82323693774,89,4,41149.64994243174,10.624970699202246
2020-09-11,0,185,0.1,0.1,25,22,45,0,2,1,33663.08161115797,30972.117766825093,68922.8756511382,92,3,43189.43175800231,10.673351109072694
2020-09-12,0,186,0.1,0.1,28,20,43,1,0,3,42485.25492446128,25796.465670083777,65491.341004662725,91,4,41248.814995136374,10.627377663959555
2020-09-13,0,187,0.1,0.1,29,19,45,0,1,0,39883.627990494206,24515.791703470113,70761.43064235251,93,1,42898.74162883348,10.666597771824673
2020-09-14,0,188,0.1,0.1,29,18,46,2,0,1,45944.24289418305,26142.975287819147,71971.71747695547,93,3,45125.83353206599,10.717210167089315
2020-09-15,0,189,0.1,0.1,33,18,49,1,0,2,65346.61095547663,28679.497722917316,65423.436459354816,100,3,49906.878103415846,10.817914109984665
2020-09-16,0,190,0.1,0.1,33,19,46,0,1,1,70827.28742766716,32771.61474531902,62960.67282258208,98,2,50139.90529136273,10.82257248282663
2020-09-17,0,191,0.1,0.1,33,19,46,0,1,0,52526.75930226877,39188.828341350454,73643.6718657362,98,1,51840.312926597355,10.855923367400633
2020-09-18,0,192,0.1,0.1,37,19,48,1,1,1,38406.971271040326,36709.53355926273,87539.51400480818,104,3,50490.407000077765,10.829538636824191
2020-09-19,0,193,0.1,0.1,38,17,49,1,1,0,54861.94736137907,28156.812667672217,90793.15995401562,104,2,54717.43681852003,10.90993770943251
2020-09-20,0,194,0.25,0.1,41,17,48,3,0,1,81896.26154462229,30163.01892067826,76748.58956310611,106,4,57883.00389418256,10.96617907805427
2020-09-21,0,195,0.25,0.1,44,15,50,1,0,3,90107.69764053261,28260.856529209697,69105.39689472207,109,4,57732.09957954362,10.963568616344686
2020-09-22,0,196,0.25,0.1,44,15,49,2,1,2,80876.5954500806,23283.873106326977,71237.55006716147,108,5,54830.150878884364,10.911995520152184
2020-09-23,0,197,0.25,0.1,48,13,48,0,0,2,85876.41143816726,20241.368980636158,82586.11585213868,109,2,58802.70360541119,10.981943112513548
2020-09-24,0,198,0.25,0.1,49,13,49,1,0,1,90084.9788411287,22257.430824745916,102892.1947146431,111,2,65902.77862802932,11.095935883911714
2020-09-25,0,199,0.25,0.1,55,11,47,0,1,1,86031.26729622128,19060.398143859966,115728.07949062677,113,2,67229.41231259765,11.115866113979058
2020-09-26,0,200,0.25,0.1,59,12,49,4,1,2,81350.2131227161,25282.351931983943,101017.40744272555,120,7,64421.81745994881,11.073207635153299
2020-09-27,0,201,0.25,0.1,59,12,49,1,0,1,88344.11685794154,25880.634791914847,73449.38429831433,120,2,60290.81440998277,11.006935039602247
2020-09-28,0,202,0.25,0.1,61,14,52,1,1,4,111212.71706531057,22577.915344226112,61842.751267293934,127,6,60712.06331160037,11.013897693901765
2020-09-29,0,203,0.25,0.1,63,14,55,1,0,2,120052.90004932169,21600.930281684814,66216.2334019975,132,3,63711.124495734555,11.062114465178198
2020-09-30,0,204,0.25,0.1,65,14,60,2,1,0,130185.43573823804,22803.46589288044,75819.18803193756,139,3,73914.16486390121,11.21065976467028
2020-10-01,0,205,0.25,0.1,66,17,57,1,0,1,116455.73510489937,28558.555115055304,79148.23857723652,140,2,71984.40815285985,11.18420482111461
2020-10-02,0,206,0.25,0.1,68,17,56,2,1,0,111663.35110111875,18198.143174532583,87297.51743769014,141,3,69693.10871153673,11.151856721150924
2020-10-03,0,207,0.25,0.1,71,19,59,1,1,4,120040.8675057137,14357.099969439094,106060.2946337432,149,6,77253.31407442466,11.254845094479586
2020-10-04,0,208,0.25,0.1,73,19,63,1,0,1,101368.11442869873,22120.898887094067,116807.97891329732,155,2,74198.64958955214,11.214501229388134
2020-10-05,0,209,0.25,0.1,68,18,62,3,0,2,100357.15875894837,34529.22978579699,124083.43574343411,148,5,78512.18545236577,11.27100912041633
2020-10-06,0,210,0.25,0.1,71,17,62,0,0,1,118952.2146455261,41406.844481502645,130084.97486717226,150,1,87184.34319717428,11.37578004328483
2020-10-07,0,211,0.25,0.1,74,18,62,2,0,1,130279.05330381978,37627.49829546914,122410.12255157006,154,3,91895.77926716307,11.428410379837102
2020-10-08,0,212,0.25,0.1,69,19,61,3,0,1,129013.97085932137,27744.23910093187,132583.83793273324,149,4,87192.42468322569,11.375872733224615
2020-10-09,0,213,0.25,0.1,67,20,60,1,1,2,130302.48712855343,23895.436096761397,116744.64753241566,147,4,83855.22119433206,11.336847033581485
2020-10-10,0,214,0.25,0.1,69,21,61,2,1,6,109150.35126747654,27066.155116987935,94461.3621910934,151,9,73559.33924528546,11.205847696150528
2020-10-11,0,215,0.25,0.1,69,19,58,1,0,3,84885.69578838159,30970.17741227168,84256.60987903003,146,4,64666.257916949544,11.076994828485464
2020-10-12,0,216,0.25,0.1,70,18,61,4,0,2,79372.52934947608,34709.24328375652,89886.57511919229,149,6,64728.19294046553,11.07795213427154
2020-10-13,0,217,0.25,0.1,73,18,64,4,0,3,96978.22195020498,35105.37970099773,87303.7557423504,155,7,68906.06951845183,11.140499544826575
2020-10-14,0,218,0.25,0.1,74,20,66,1,1,2,115126.47527255394,37722.17147814664,92924.91323561333,160,4,77297.57113561903,11.255417812809139
2020-10-15,0,219,0.25,0.1,75,21,69,3,0,5,125651.4227648709,42531.937281813065,97913.32134535704,165,8,83830.55883329299,11.33655288387824
2020-10-16,0,220,0.25,0.1,75,18,68,1,0,1,131980.10410928095,37209.86398291639,95728.6320996974,161,2,85024.67607354397,11.35069680008918
2020-10-17,0,221,0.25,0.1,74,20,60,1,0,2,154331.34642878923,35197.6621624167,98274.3481286125,154,3,91566.91769550636,11.424825324898643
2020-10-18,0,222,0.25,0.1,74,19,59,3,2,1,161210.692078508,28461.554323064564,116610.86353264851,152,6,96776.84397612259,11.480163029525468
2020-10-19,0,223,0.25,0.1,77,18,65,2,2,1,148092.01260356134,24009.164557903983,128071.05910935673,160,5,96788.55051020066,11.480283986415756
2020-10-20,0,224,0.25,0.1,79,18,65,1,0,2,137689.32470221573,25294.57269256752,116008.93959071432,162,3,87756.13183895536,11.382317017393337
2020-10-21,0,225,0.25,0.1,80,19,64,4,1,2,130081.4480793176,27019.827690560716,99440.03461696373,163,7,79524.85963101062,11.283824951523183
2020-10-22,0,226,0.25,0.1,86,20,63,6,0,2,136301.85971140204,27236.872917414097,95461.42148963879,169,8,83181.7826476031,11.328783644271912
2020-10-23,0,227,0.25,0.1,92,20,64,4,1,1,153068.53585316098,30809.92354000008,108454.73918240324,176,6,92180.51226052087,11.431504023435462
2020-10-24,0,228,0.25,0.1,91,22,63,2,0,2,176692.80852257044,35981.492433332394,120024.55847183398,176,4,102227.4830233549,11.534955834723666
2020-10-25,0,229,0.25,0.1,95,24,63,0,0,1,171355.73304859633,47428.63628725577,135279.65973609485,182,1,107905.69873650001,11.589012964833028
2020-10-26,0,230,0.25,0.1,92,27,71,1,1,0,178320.439410759,49348.13237309825,138327.23359899744,190,2,111991.37791826323,11.626177164441248
2020-10-27,0,231,0.25,0.1,92,27,69,2,0,1,192855.97090004638,36505.0982705667,132794.19435695483,188,3,116821.92502474131,11.66840604601307
2020-10-28,0,232,0.25,0.1,95,28,71,1,2,3,186530.01268395415,33675.51786306333,131126.36037664922,194,6,111549.67980361806,11.622225329427318
2020-10-29,0,233,0.25,0.1,94,28,75,3,0,2,161166.21019257884,56600.880793790966,129858.21660941563,197,5,107496.17928889184,11.58521058441956
2020-10-30,0,234,0.25,0.1,90,27,71,1,0,1,141811.91545318844,69007.15256901535,129730.80742360068,188,2,108108.15758228506,11.590887464075973
2020-10-31,0,235,0.3,0.1,91,28,69,3,0,1,133869.89126256874,78599.52603369749,111902.39065131814,188,4,98639.47075860109,11.49922677244063
2020-11-01,0,236,0.3,0.1,91,33,75,1,3,3,139708.06121014815,58576.58123584975,109169.4809216157,199,7,96969.1402430048,11.482148065042981
2020-11-02,0,237,0.3,0.1,92,34,77,1,1,4,140957.29852782196,44013.21483020038,114638.41168471219,203,6,93479.8448887803,11.44550112935296
2020-11-03,0,238,0.3,0.1,102,36,79,4,1,0,129630.29385207922,47555.74654568296,111070.355648183,217,5,92978.79953278154,11.440126784135002
2020-11-04,0,239,0.3,0.1,101,34,78,3,0,3,121645.24874504018,48505.026658503666,108913.44591962981,213,6,88882.43189309104,11.39506978547262
2020-11-05,0,240,0.3,0.1,93,35,76,3,1,1,136392.93903335457,52450.02091249162,121016.53934553273,204,5,94971.05010020277,11.461327388353954
2020-11-06,0,241,0.3,0.1,93,35,76,5,1,4,146262.22602969396,60508.527675307996,136289.24959398192,204,10,106743.36067684426,11.578182734091987
2020-11-07,0,242,0.3,0.1,92,32,82,3,0,4,157704.13173827983,68130.33190904411,140662.55300053002,206,7,110295.158498495,11.610915310338925
2020-11-08,0,243,0.3,0.1,95,36,85,1,0,1,170405.34378037363,65322.12096598449,149671.64827675952,216,2,120929.43079933041,11.702962437907502
2020-11-09,0,244,0.3,0.1,101,36,83,3,1,3,211116.55853264613,47716.6347046264,146409.0587793033,220,7,125977.63644318742,11.743859681634527
2020-11-10,0,245,0.3,0.1,104,36,82,1,1,2,201049.56201483984,41798.83436582948,151613.05342239738,222,4,127011.61614656822,11.752033826979003
2020-11-11,0,246,0.3,0.1,105,35,86,3,2,1,171804.45916869593,55499.43094150475,162095.38851689416,226,6,124803.65343142058,11.73449700877921
2020-11-12,0,247,0.3,0.1,106,33,88,4,1,1,155067.89449149615,67282.55971728516,174707.2823475029,227,6,126640.25577558114,11.74910571425896
2020-11-13,0,248,0.3,0.1,110,33,88,3,1,2,166589.51261652747,63488.483738450355,149770.682656436,231,6,121302.24662976386,11.706040616028258
2020-11-14,0,249,0.3,0.1,110,31,86,1,1,2,191923.0157844651,48433.876528561756,149646.7181785864,227,4,125561.02235446202,11.740547153280673
2020-11-15,0,250,0.12,0.2,117,33,83,1,1,1,208687.88225081514,51267.311971267736,178554.24108299433,233,3,136733.4818253537,11.825788921948941
2020-11-16,0,251,0.12,0.2,126,31,86,3,0,6,196074.83633460035,56321.8498636388,165700.7155025557,243,9,134265.72465252157,11.807576135139692
2020-11-17,0,252,0.12,0.2,125,30,88,3,0,2,202356.41580713636,54056.12079773398,138832.9709550625,243,5,126226.76846549021,11.74583531805076
2020-11-18,0,253,0.12,0.2,130,32,93,4,0,4,244384.15992119772,44655.15546322169,146317.89899171123,255,8,139601.56197203803,11.846547658159261
2020-11-19,0,254,0.12,0.2,132,33,100,4,2,5,258184.014529052,60888.00417422382,178484.38333170902,265,11,153838.92487189252,11.943661391625998
2020-11-20,0,255,0.12,0.4,130,39,99,1,2,1,229823.27263419487,74629.65712206565,209308.86903674988,268,4,163717.24112951243,12.005896079313077
2020-11-21,0,256,0.12,0.4,137,37,101,5,1,3,243163.08529116845,70152.61818076452,193154.43761181872,275,9,156138.94207850064,11.958501544183804
2020-11-22,0,257,0.12,0.4,135,37,109,4,0,1,259134.58455051543,61515.330317361426,163108.6236901248,281,5,152773.3786680838,11.936710917159488
2020-11-23,0,258,0.12,0.4,139,43,112,4,1,3,250616.73339655777,69590.03151805529,141622.6152314307,294,8,146431.44744788323,11.894312662413943
2020-11-24,0,259,0.12,0.4,141,48,112,0,1,1,242763.1891188944,74578.98838916811,156506.58948612487,301,2,151738.53832830125,11.929914176107442
2020-11-25,0,260,0.12,0.4,141,48,113,6,2,5,220289.34031693338,77230.38962275363,183914.41285970132,302,13,145980.85060222074,11.891230731829452
2020-11-26,0,261,0.12,0.8,113,80,112,2,1,2,171471.2833984148,138675.04855491596,192081.8021947541,305,5,158189.98995901653,11.971552057718425
2020-11-27,0,262,0.12,0.8,120,83,118,3,3,1,217614.74389888122,133284.85899347227,209144.21215211676,321,7,178021.4243019949,12.08965918327855
2020-11-28,0,263,0.12,0.8,117,87,126,4,4,5,207126.16850181078,131730.34451458906,207071.9649745011,330,13,170086.5106750552,12.044062472917519
2020-11-29,0,264,0.12,0.8,114,91,136,2,0,3,196202.48005932884,139142.93071440473,200017.31394438836,341,5,168175.8090736583,12.03276519378551
2020-11-30,0,265,0.12,0.8,113,94,141,4,5,3,186141.73726078015,168907.9457675724,203999.59565914754,348,12,178534.70610114848,12.092538293241597
2020-12-01,0,266,0.12,0.8,119,99,148,2,3,3,187350.04597975942,210103.81819490576,216544.97295057078,366,8,185765.82711316404,12.132242165481301
2020-12-02,0,267,0.12,0.8,120,107,148,3,1,5,188741.9742727589,230083.5706076107,244225.0211199988,375,9,208367.57973293858,12.247059009259175
2020-12-03,0,268,0.12,0.8,125,105,151,4,1,1,191384.37892160207,197887.77777275213,291211.5145370956,381,6,210774.0413355317,12.258541944496969
2020-12-04,0,269,0.12,0.8,128,108,157,1,3,3,207762.99294775815,169378.85672848395,320625.5871925983,393,7,213986.48175229764,12.273668122626932
2020-12-05,0,270,0.12,0.8,134,111,160,0,3,1,218170.76959461815,157711.2263642651,315585.02183511347,405,4,215363.8936813277,12.280084405147496
2020-12-06,0,271,0.12,0.8,138,110,169,1,4,5,225202.1990535093,158744.72931165498,284234.41160141694,417,10,206411.16325690475,12.237625396673993
2020-12-07,0,272,0.12,0.8,147,119,173,2,1,5,243651.86648031246,173234.87136663558,295596.7381290395,439,8,223491.28580948198,12.317127702608897
